" I recommend
",spoiler,"This movie is to reflect..Talk of the modern society and the compulsive consumerism, is very good to reflect all of the problems we have in the society with the compulsive consumerism and the necessity of be accepted in the world.In the movie talks of the ways we see each other, but the reality is we are slaves of the work and the office, talks of Tyler Durden , he is slave of the work, and he have another view of him with other personality, he with the other personality have a great life, but the personality(Starring Brad Pitt) has a other view of the life and the modern sociality.I recommend this movie 8/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" The first rule of fight club
",spoiler,"...is that you do not talk about fight club. Looks like every one of us on this site has broken that rule. Oh, well, Brad Pitt doesn't exist to beat us up anyway. I just finished re-watching the film, so now I've seen it twice and I must say, I really liked it the first time I saw it (when I was 14 years old), but now I don't like it quite as much. For one, I don't think it's as great a movie as all the excitement from that twist will have people believe. Sure, it's a great twist because it's not like something anyone would readily think up. For example, in ""The Usual Suspects"" the twist is at least a possibility, something that may come to mind, but you wouldn't really consider as being the explanation of the whole story. Fight Club's twist is different. It's as surprising as the one in ""A Beautiful Mind"". Edward Norton's acting too is superb. It's a good enough film, but re-watching it has made me realise that it is not as great as popular culture makes it out to be and it's not better than a lot of the movies from the same year that have been forgotten, whereas ""Fight Club"" very much still lingers around. It's by no means a bad film though. It's great, just not as good as I remembered. Guess a lot's changed since my first time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Should read the book
",spoiler,"I have not read the book, but probably should.Fight Club is very good at diagnosing the problems: consumerism, capitalism, warmongering, corruption, purposelessness, emptiness, greed etc... parts of the dialogue are pure poetry as they describe how many have been feeling for a long time, since before it was written and still to this day, and beyond.However, it does not offer a good solution. Anarchy and erasing credit does not solve the issues, they most likely will lead to compounding them and more of the same. There should be a radical shift, and Fight Club does not offer that. I don't think it intends to provide a good solution, just an entertaining one.As a movie it is a very good one; great acting, editing, music, camera work, script and plot twists, all of that. Its a classical cult movie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Greatest plot twist
",spoiler,"Undoubtedly the best plot twist in a film, when it is revealed that Tyler isn't real it changes how you see the whole film up to that point making me want to rewatch it knowing what I know now. It is such a well throughout plot and the acting is really good too, it's no wonder this film has the reputation it does. Really feel like the main character develops throughout the film, making it feel meaningful. Don't quite get the logistics of how he blew up his apartment or why he wanted to illuminate debt towards the end but this didn't really detract from the film, maybe I wasn't paying enough attention.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Fight Club
",,"This was a good movie. I recommend everyone to see it Great actors I would like to see a sequel I love martial art movies Great storyline I loved it The movie couldn't have been better I recommend it to the martial artist Awesome. I don't want to spoil the movie plot or story line but if you are a martial arts lover or have any type of interest in it, I think this is one movie that's for you. How many martial arts or fighting movies leave an impact like this this one?! Off hand, besides this one I couldn't tell you off the bat. But a film like this definitely with great actors, good story, climax, and resolution is a box office hit that everyone will enjoy from youth to adults if you're looking for an action packed film.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Mind boggling! Awesome! One of a kind!
",,"The entire movie until the very end keeps you deluded and excited.And in the very end it surprises (astound, to be more subtle) you which is even more exciting. This review's time-stamp is quite in accordance with present time, so let me tell you this, that this movie is mesmerizing and is a cult kind of movie (at least for me it is).Not much action if that is what you are looking for as brawling is the only action in the movie. Neither romance present. Drama is there but not melodrama, mind you.Mind teasing this movie it is (in my opinion), to fit and hit the exact genre.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" mind-blowing!
",,"seriously if you have not seen this film yet stop what you are doing, go down to wherever you buy DVDS from and pick this up then watch it and repeat. this movie is too intricate and complex to go into here but you are gripped throughout the whole film and the twist is the perfect payoff. just watch it and enjoy, because believe me you will. The characters are some of the most interesting and compelling i have ever seen in any kind of media, except perhaps Lester burnham from American beauty (another great film btw). the way they all fit into the overall plot and story is fantastic and the people who created this masterpiece should all be given huge praise for allowing me to watch the film and then afterwards sit through the credits with a huge smile.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" This movie will blow your mind every time
",,The,reason,I,love,this,film,so,much,is,because,every,time,I,watch,it,I,see,something,that,I,didn't,catch,before.,The,more,you,watch,it,the,more,you,understand,but,I,have,to,say,this,film,has,an,absolutely,mind,blowing,and,amazing,twist.,For,anybody,who,does,end,up,reading,this,review,and,has,never,seen,it,there,is,no,time,to,waste,you,absolutely,need,to,go,and,buy,this,film,and,watch,it,so,your,mind,can,be,blown,into,a,million,pieces,after,the,big,reveal.This,film,more,than,deserves,its,spot,on,the,top,250,it,might,sit,a,little,to,high,but,I,still,don't,see,a,problem,with,it.,The,story,and,twist,are,easily,top,3,best,of,all,time,IMO,and,will,look,forward,to,yet,another,rewatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Fight Club? I'm in.
",,"This film is sensational! Although funded by Hollywood, its one of those films that feel really anti-Hollywood and stick a middle finger up to the people behind it and to other powerful companies of the world. As much as it's about fighting, its about the way we live our daily lives. It's quite philosophical in a way. It discusses consumerism, capitalism, crisis in masculinity and all other themes. It's not just about the fighting but even when it is, it's fairly brutal and excuse the phrase 'kick ass'. But its true. The acting is great, the story is great, and who saw that ending coming? I haven't seen a film give me the same buzz as this. I don't mean a buzz to go out fighting or whatever, but a buzz just sitting and watching the story unfold. It really is a masterpiece and I'm not sure how it could be improved, but hey there are going to be people hating on this film and calling it 'controversial' or in bad taste because of some of the things included in the film but lets just stick a finger up at them! If you haven't watched this film already, then unless you have a good excuse, you have missed out on a great piece of cinema. MUST WATCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Gentlemen, welcome to Fight Club!
",,"Fight Club came out in 1999 and is directed by David Fincher. In another gender, it reminded me of a previous D. Fincher's movie, Seven. Both of these movies stars Brad Pitt, and both shows a very dark and pessimistic aspect of our world and lead the viewers to a complex psychological experience.Fight Club evolves around the character of Edward Norton, the Narrator, whose name is only revealed at the end of the movie. The Narrator lives a lonely, sad life. He's insomniac, lives, eats, sleeps alone. But, the monotony of his life will change after meeting Tyler Durden played by Brad Pitt, with whom he decides to form an underground Fight Club... This is the starting point of a crazy, psycho adventure brilliantly well-thought.I really enjoyed Fight Club, the ending is more than perfect and lights up all of the first confusions, mysteries around The Narrator. The rhythm is really well put, the viewer don't have time to catch up their breath, it could have been another 30 min longer that I wouldn't have mind. Helena Bonham Carter plays here the love interest of the main character and as usual, she is brilliant playing a crazy, weird and trashy poser who will disturb a great deal the routine of The Narrator. And no need to mention that Edward Norton and Brad Pitt are both perfect in their own role.All in all, Fight Club is, for so many reasons, a must-watch movie. It was a pretty big deal when it first came out, so many of you have probably already seen it, but this is the perfect movie to watch and re-watch again and again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Fantastic!
",,"These types of films come on rare occasions and gives us, the audience who seek something different from Spiderman or Godzilla a unique experience! I am so glad this one came along, although I would love that these types come more often. Yes, there is Pulp fiction, and the similar but they are rare.Plot is so unusual and crisp and interesting that it kept me glood to the screen whole the time of the film. Scene are fantastic. Who thinks of these things? And the scenes, for example like that one sprinkling a priest with water, or that self fight scene in the office. Amazing!Acting is fantastic, these are some actors. What do you expect from Brad Pitt or H.B. Carter, but the best.This one is a must see! Don*t you miss it!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" outstanding movie
",,"this movie is about much more than fighting. its about the humans natural instinct to do more with your life, what you have always wanted to do but just didn't know it. throwing out all material items and reverting back to your primal needs and getting back at all the money mongrels.based of the book wrote by chuck Palahniuk this is a must watch movie and a definite recommended read if you have the time. brad Pitt and Edward Norton where on the money in this one. hopefully you take the time to watch this dark movie full of twist and turns around every corner.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Fascinating - Everyone must watch !
",spoiler,"I can say that this movie is the movie of my life! It changed so many thoughts of mine, gave so many different life perspectives to me. I already watched it more than 15 times and right now I can watch it again... I hope every single person on earth already watched it, if they didn't, shame on them ! :) All the characters has their own perfect stories. So because of that not only the leading part will make you a fan, you can be a fan of any character because they all are just perfectly written and played.And the actors are just sticked and suited to their characters really nicely. They showed their quality all together and made this fabulous movie with their top class performances.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Fantastic
",,"there is really nothing to say about it. fight club is just..well, excellent in every way. Its plot is fantastic and had a twist i really wasn't expecting.And it has a lot of rewatchability. i have watched this movie over 10 times and still noticed new things. Like how Tyler Durton appeared in every scene before we meet him in the plane. And the famous dick at the end of the movie. (Google these two things in case you don't get it). What stands out is the acting, soundtrack, and camera-work. If you have seen fight club you would know what i am talking aboutbut besides all that there is something else that stands out. i don't know what it is though. the movie gives of a feeling but i don't really know how to describe it. i am just going to say that i never got bored during this film. maybe there is no other thing and i am just finding things to praise this movie for. idki love this movie to death and you should to. this is one of the best movies ever made",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" A movie that forever stands the test of time
",,"When I watched Fight Club for the first time (back in early 2000) I ended up scratching my head, I kinda liked it but for some reason I felt I am missing out something. After few years I watched it again, and this time I ended up speechless. The depth of the characters the minute details and of course the dialog's all were perfect, not to mention the score and the opening scene. The chemistry between Edward Norton and Brad Pitt is perfect. I recommend everyone to watch this masterpiece. The movie deals with materialism, social norms and the machine life that we all are living. A dark twisted yet humorous at time, Fight Club proved that it will forever stand the test of time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Prepare your mind...
",,"I lost my virginity to this film... no, it's not what you're thinking, I mean my mind virginity... if there is such a thing... allow me to explain: If you're a twelve year old boy who's only contact with movies are the cheesy Disney flicks or the brainless action/comedy films coming from Hollywood, then to see ""fight club"" is like being turned to pieces and reassemble from scratch; nothing was the same, this was one of those game-changing movies for me. But what is it about Fight Club that makes it unique? In one word: EVERYTHING. The plot is revolutionary (no pun intended) because it starts as a meditation on alienation and loneliness and evolves into a political commentary on today's society. The atmosphere that David Fincher (one of the true masters of today's cinema) builds is one of a world falling to pieces, just like the central character: dark, gritty, nihilistic... the performances are outstanding, specially on the behalf of Brad Pitt, who plays the guy we all want to be at some point: anarchic and free in all the ways possible. In short, a movie that dares to go where few film dare: to the heart of darkness of postmodern society...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" An intellectual thrill ride that has a sense of dark comedy where the movie know what it is.
",spoiler,"This movie is directed beautifully by David Fincher and screenplay by Jim Uhls. It follows the story of a man who hates who he is and is bored of being average, his severe case of insomnia doesn't help. To help his dignity and boredom he is a huge consumer and buys any piece of furniture he feels is unique. He starts going to self help meetings about different diseases and illnesses but he doesn't have any of them. He just goes and cry's there because it helps his insomnia. Although when he meets this woman there, Marla Singer, it stops working. He goes back to being an insomniac and he's miserable again. But when returning from a business trip he meets Tyler Durden, (Brad Pitt). They start talking and Tyler gives him his card. But when The Narrator's apartment blows up he has nowhere to go and he calls Tyler. He moves in with him and they become friends. They start fighting behind a bar just because it's fun and when a couple of guys join they seemingly create Fight Club. Fight Club is a cult like nightly venue where people just punch and get punched and the only rule is ""Don't talk about fight club' but when The Narrator's sanity comes into play and Tyler starts keeping secrets and talking about this ""Project Mayhem"" things go downhill.Now this movie is a amazing and very unique. The tone and dark comedy of this movie is perfect and it's an exhilarating, mind bending thrill ride. I highly recommend David Fincher's Fight Club starring Edward Norton and Brad Pitt. RATING: 9/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" One for the classics
",,"When one of friend suggest me this film i had no idea about it. The title make the film looks like another fight/action film, but, this film made all my assumptions worthless as its one of the BEST films ever. It gives a message that your life is worth living no matter you like it or not. The character Tyler Durden played by one of favorite Brad Pitt shows you how to make life easy. The character portrayed by Edward Norton is another example of how to make a silly looking average man into something more than that, his look and mannerisms shows he is the best for the role. This is one for the classic. It is one of my all time favorite films",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Compared to A trip to London.
",,Once,then,before,forth,given,once,again,and,surely.,The,Ufc,is,a,reminder,of,the,first,rule,broken,again,and,again.,Under,no,such,reason,would,one,give,the,first,rule,out,with,joy,and,glee.,Real,battles,rage,in,the,streets.,I,want,more,fist,fighting,less,arm,bars,and,broken,toes.,Them,dude,be,slamming,steroids,and,drinking,human,h,g,h,with,glee.,I,think,i,know,a,short,Korean,man,that,can,win,any,fight,ever,he,knows,i,knows,it,please,kids,breaking,arms,and,s'ss,in,your,c,over,you,bs,taking,shits,doing,dips,and,slumping,old,dudes,the,only,way,to,prove,your,grand,standing,in,the,world,of,street,battling.,beyond,my,view,this,movie,was,the,best,about,fighting,besides,Pop-,Eye,you,knows,whats,up,when,you,lean,over,the,plate,and,toss,out,a,KO,on,a,48,year,old,IT,at,best,buy,yeah,you,fast,buddy,lost,a,eye,in,that,one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Pure Fincher Talent.
",spoiler,"""You cannot be told what Fight Club is; you have to see it for yourself. But only if you think you're hard enough.""Fight Club, directed by David Fincher already had an established fan-base before it hit theatres in 1999 due to the cult novel it was adapted from by Chuck Palahniuk. It is very clear from Fincher's previous work such as Seven (1995), that he has a talented knack for capturing the murkier side of life. He is one of the most alluring visual stylists in cinema who has a very shadowy vision of human nature. These visualisations are portrayed through his narratives which are usually violent and very distinctive; mostly dark, stylish thrillers where every single frame has been calculated to push us closer to the edge as the films progress. Fincher has shown this very effectively in Fight Club, as this movie is no less dark or disturbing than his other work.Fight Club is a dark comic drama, which takes you on a wild ride, luring you in before turning you upside down with a brutal, shocking and frequently unpleasant story; but it is also one of the most brilliant films I have ever seen. It is certainly not a movie that deserved to flop massively on its original release. Some of this negativity could be down to the social context of the time; including the horrific 1999 Columbine shootings. A fraction of the public saw the use of guns and violence in the movie inappropriate for what was happening during this period, which evidently dented the box-office revenue.Edward Norton gives the performance of his career, playing the narrator; there is an on-going debate about whether his name is Jack (the name he refers to during the movie), or Joe (the name he refers to in the book), or whether neither of these are really his nameso we'll stick with calling him the narrator for now. The narrator is a 30-year-old single, nerdy, insomniac, with a highly unsatisfactory white-collar job, which he gets nothing from. He starts searching for some form of emotion in his soulless world by attending support groups for illnesses, such as testicular cancer. Before long, this becomes a weighty addiction. Finding comfort in these sessions, the narrator comes across a trampy but sexy, sceptical, free spirit junkie, Marla, played by the forever-amazing Helena Bonham-Carter. Doing what she does best; Carter is playing her fearless yet dark roles, which are also later shown in the very successful Harry Potter series and Burton's Sweeny Todd (2007). As Marla invades more and more of his gatherings, the narrator is feeling uncomfortable and is in need of a change.His stimulus and motivation arrives with Tyler Durden. Once again in Fincher's hands, Brad Pitt is at the top of his game and at the heart of this black comic picture, not afraid of getting his pretty little face dirty. As Fincher throws us more twists and turns on his narrative roller-coaster ride, the narrator's apartment explodes and he has nobody else to call upon but Durden. So they share a beer and indulge in a bizarre fist-up in a car park. Although he is black and blue, the narrator has never felt so alive and before we know it, they have routed their aggression into a shocking form of therapy; beating each other up. This initiates pain not only for each other, but for the viewer also, causing our stomachs and guts to turn and flip; however we simply cannot look away.Brad Pitt is a great choice and memorable actor to play the very anti-consumerist Durden, who is fed up of the material world that we live in, where ""the things you own end up owning you"". He plans to abolish this nature of society by creating Project Mayhem. Project Mayhem follows Marxism, where in this society the rich upper class that owns the means of production exploits the labour of the lower class. Also anarchy, in the remarkable final scene of the movie where Durden blows up the sky-scraping incorporate businesses and credit card companies, results in the erasing of all debt and making all people in society equal. Fincher develops the narrative by using the occasional freeze-frames to punctuate the action and the subliminal flashes are added for humour. The light comedy contrasts the dark atmosphere and mood of the film and its violence. Although it is violent and funny, it is also a very psychological and complex film to follow.There is an amazing choice of actors who all ensemble together creating worthy and very plausible chemistry on screen. Pitt has highly dangerous yet completely fearless behaviour, presented in the shocking chemical hand-burn scene. He plays his role with such intensity but is also very comical. Norton demonstrates his talent, giving a very unique performance, which cannot be as easy as he makes it look. Bonham-Carter plays the femme fatal manic- depressive character, although somehow still portrays her mysterious and sexy side very successfully.Every aspect of this amazingly directed and performed movie has been worked at until perfect, comparable with all of Fincher's work, from the music, cinematography, screenplay, lighting and pace. Fight Club is one of the few films that I can bear to watch more than once or twice. However, since watching this adrenaline rush of a movie, I have watched it maybe 6 or 7 times at the very least. It is a film that you can watch over and over again without getting bored, but still finds new things to love and enjoy every single time you see it. It's a film you can continuously laugh and cringe at. You can attempt to close your eyes at the extreme violence but continuously fail at doing, wanting to witness more of this incredible picture. 'Mischief. Mayhem. Soap'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" brad pit just seems to be in a lot of places in this movie
",,"I recently watched a couple of movies. Very old movies more from the nineties are rather interesting. The two thousands has it's quirks. It occurred to me that although movies from the past are better. Movies at present are starting to be a lot more educational. Take for example "" the butler"" is an educational and inspiring. So i cant be biased and say that old movies are the best. When there are some really good ones at present to be highlighted. Movies are windows for one to access the world. May the movie world live long. Although they may not be all we expected we must still appreciate the time, money and effort that actors and directors and producers take to make these movies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Excellent
",spoiler,"This movie is very beautiful.I watch one of the most beautiful movie. Brad Pitt is excellent actor. i like this movie. I was surprised but i have got a problem. if the narrator is Tyler, who stole car? How the narrator watched this event outside. I felt sorry for dövülmüş.I think the narrator should be treated. Marla that is very unnecessary. If she not to be never doesn't change anything for the movie. I think people shouldn't get away of their problems. In my opinion, last of movie shouldn't surprise. I'm confused. But nonetheless, it was very nice. It should be continue. Because I was very impressed. I would like once again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Fabulously Shot
",,Lovely,movie,that,picks,at,your,brain.,Great,cinematic,effects,with,superb,performances.,One,of,Brad,Pitt's,best.,Helena,Bonham,Carter,as,usual,is,in,her,prime,performing,on,screen.,Subtle,contemporary,costume,design,and,marvelous,editing.,Extremely,hesitant,of,watching,this,movie,but,decided,to,pop,it,in,one,day.,Very,great,movie,but,not,exactly,one,of,my,favorites.,Entertaining,enough,but,definitely,not,something,of,my,usual,taste!,Edward,Norton,is,also,not,to,be,unnoticed.,Far,from,what,I,expect,with,a,twist,on,character,arches.,Personally,I,thought,this,literally,would,be,a,movie,about,fighting.,However,I,learned,more,about,the,complexities,of,the,mind,through,each,chapter,of,this,picture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
